company_uuid,new_listing_base_value
3623659,https://biscegliarealty.sites.cbmoxi.com
3626026,https://cbkansas.com
3627604,https://cmhr.sites.cbmoxi.com
3628393,https://southerncoast.sites.cbmoxi.com
3629182,https://mckeerealty.sites.cbmoxi.com
3630760,https://brokerage-barnes.sites.cbmoxi.com
3631549,https://cbfreerealty.sites.cbmoxi.com
3633127,https://northernescape.sites.cbmoxi.com
3633916,https://minchewproperties.sites.cbmoxi.com
3634705,https://classicrealty.sites.cbmoxi.com
3635494,https://lakeoconeerealtylakecountry.sites.cbmoxi.com
3637072,https://cbwatsonandknox.com
3638650,https://highcountryrealty.sites.cbmoxi.com
3641017,https://brockrealty.sites.cbmoxi.com
3641806,https://realestategroup.sites.cbmoxi.com
3642595,https://bullardrealty.sites.cbmoxi.com
3645751,https://chinohillshomes.net
3646540,https://srerealtors.sites.cbmoxi.com
3647329,https://exclusive.sites.cbmoxi.com
3650485,https://networkrealty.sites.cbmoxi.com
3651274,https://alfonsorealty.sites.cbmoxi.com
3652852,http://grouponerealty.sites.cbmoxi.com
3653641,https://villagegreenrealty.sites.cbmoxi.com
3655219,https://realtychampions.sites.cbmoxi.com
3656797,https://allstarsinc.sites.cbmoxi.com
3657586,https://boydandhassellincrealtors.sites.cbmoxi.com
3659164,https://cbseacoastadvantage.sites.cbmoxi.com
3660742,https://siggrealtyinc.sites.cbmoxi.com
3663109,https://brokerage-now.sites.cbmoxi.com
3664687,https://newtonrealestateinc.sites.cbmoxi.com
3665476,https://cbadvantage.sites.cbmoxi.com
3666265,https://seacoastadvantageg5awovbgjf.sites.cbmoxi.com
3667054,https://ackleyrealty.sites.cbmoxi.com
3667843,https://watsonproperties.sites.cbmoxi.com
3668632,https://sloanerealty.sites.cbmoxi.com
3670210,http://cbseaside.agent.coldwellbankerobx.com
3671788,https://seacoastadvantage.sites.cbmoxi.com
3673366,https://plourderealestate.sites.cbmoxi.com
3674155,https://caine.sites.cbmoxi.com
3676522,https://securityrealestate.sites.cbmoxi.com
3677311,https://realestateinfo.com
3678100,https://segrovesneese.com
3678889,https://cbwallace.sites.cbmoxi.com
3679678,https://spinksbrowndurandrealtors.sites.cbmoxi.com
3682045,https://haynesrealestateinc.sites.cbmoxi.com
3682834,https://coldwellbankerjimhenry.com
3683623,https://southernrealty.sites.cbmoxi.com
3685201,https://upchurchrealty.sites.cbmoxi.com
3685990,https://kinardrealty.sites.cbmoxi.com
3688357,https://coldwellbankerone.sites.cbmoxi.com
3690724,https://realestateone.sites.cbmoxi.com
3691513,https://md-goodlife.sites.cbmoxi.com
3692302,https://eastonproperties.sites.cbmoxi.com
3693091,https://jhampeassociates.sites.cbmoxi.com
3693880,https://communityrealtors.sites.cbmoxi.com
3694669,https://blackstonerealty.sites.cbmoxi.com
3696247,https://villageproperties.sites.cbmoxi.com
3697825,https://diamond.sites.cbmoxi.com
3699403,https://andersonrealtors.sites.cbmoxi.com
3703348,https://customrealty.sites.cbmoxi.com
3704137,https://primerealestate.sites.cbmoxi.com
3704926,https://larussarealestate.sites.cbmoxi.com
3706504,https://southernrealestate.sites.cbmoxi.com
3707293,https://therealtygroup.sites.cbmoxi.com
3708082,https://emporiarealestate.sites.cbmoxi.com
3712816,https://beauhulserealtygroup.sites.cbmoxi.com
3727807,https://atthelakes.sites.cbmoxi.com
3728596,https://royalrealty.sites.cbmoxi.com
3729385,https://innovations.sites.cbmoxi.com
3730174,https://yumafoothillsrealty.sites.cbmoxi.com
3730963,https://homesource.sites.cbmoxi.com
3732541,https://coastrealty.sites.cbmoxi.com
3734908,https://hometownrealestate.sites.cbmoxi.com
3736486,https://segerstrom.sites.cbmoxi.com
3738064,https://thepropertyexchange.sites.cbmoxi.com
3738853,https://cbk1stchoice.sites.cbmoxi.com
3739642,https://thelegacygroup.sites.cbmoxi.com
3741220,https://premierteamrealty.sites.cbmoxi.com
3742009,https://brokerage-lewisandassociates.sites.cbmoxi.com
3743587,https://advantage-advantage.sites.cbmoxi.com
3744376,https://gardenstate.sites.cbmoxi.com
3748321,https://cbhsr.com
3749110,https://roadrunnerrealty.sites.cbmoxi.com
3749899,https://reaprealty.sites.cbmoxi.com
3751477,https://collins-maury.com
3753055,https://nextgenerationrealty.sites.cbmoxi.com
3753844,https://smithhomesrealtors.sites.cbmoxi.com
3755422,https://primerealty.sites.cbmoxi.com
3756211,https://snellerrealestate.com
3759367,https://prowestrealestate.sites.cbmoxi.com
3761734,https://cbbeyond.com
3764890,https://coldwellbankerargus.com
3765679,https://firstqualityrealty.sites.cbmoxi.com
3766468,https://king.sites.cbmoxi.com
3767257,https://castlerealestate.sites.cbmoxi.com
3768835,https://cbchesapeake.com
3774358,https://inglesafarirealty.sites.cbmoxi.com
3775147,https://thewilkinsonteam.sites.cbmoxi.com
3776725,https://realestateconsultantsofhaywardinc.sites.cbmoxi.com
3777514,https://peggycarterteam.sites.cbmoxi.com
3778303,https://reliablerealestate.sites.cbmoxi.com
3779092,https://hallmarkrealty.sites.cbmoxi.com
3780670,https://coldwellbankerevenbay.com
3783826,https://coldwellbankervalleycentral.com
3784615,https://propertypros.sites.cbmoxi.com
3785404,https://cbelite.sites.cbmoxi.com
3786982,https://thompsonrealty.sites.cbmoxi.com
3787771,http://cbtrahan.com
3788560,https://holloway.sites.cbmoxi.com
3789349,https://cballiancerealty.sites.cbmoxi.com
3790138,https://curryresidential.sites.cbmoxi.com
3790927,https://surfcoastrealtyinc.sites.cbmoxi.com
3792505,https://northland.sites.cbmoxi.com
3793294,https://sweetwaterrealty.sites.cbmoxi.com
3794083,https://cuttingedge.sites.cbmoxi.com
3794872,https://waldenandkirklandincrealtors.sites.cbmoxi.com
3795661,https://roxrealty.sites.cbmoxi.com
3796450,https://markovichrealestate.sites.cbmoxi.com
3797239,https://blueberryrealty.sites.cbmoxi.com
3798817,https://countryrealty.sites.cbmoxi.com
3800395,https://premiererealtors.sites.cbmoxi.com
3801184,https://teamstillwaterrealtors.sites.cbmoxi.com
3801973,https://cbp.sites.cbmoxi.com
3802762,https://www.cbmountainview.com
3803551,https://elevatedrealestate.sites.cbmoxi.com
3804340,https://jaylillyrealestate.sites.cbmoxi.com
3805918,https://liberty.sites.cbmoxi.com
3806707,https://sextonrealestate.sites.cbmoxi.com
3807496,https://theprofessionalgroup.sites.cbmoxi.com
3808285,https://cbcoastalrealty.sites.cbmoxi.com
3809863,https://omnigroup.sites.cbmoxi.com
3810652,https://besthomes.sites.cbmoxi.com
3813019,https://cbwhitbeck.sites.cbmoxi.com
3813808,https://countrytocoastrealty.sites.cbmoxi.com
3814597,https://villagecommunities.sites.cbmoxi.com
3820909,https://plazarealestate.sites.cbmoxi.com
3821698,https://nhsrealestate.sites.cbmoxi.com
3822487,https://distinctivehomes.sites.cbmoxi.com
3824065,https://premierrealty.sites.cbmoxi.com
3824854,https://cornerstonerealty.sites.cbmoxi.com
3827221,https://eliterealtors.sites.cbmoxi.com
3829588,http://charitywaldo.masonandcompany.sites.cbmoxi.com
3831955,https://elementrealty.sites.cbmoxi.com
3832744,https://actionholdings.sites.cbmoxi.com
3835900,https://unitedbrokers.sites.cbmoxi.com
3836689,https://cbcprealty.com
3837478,https://ambassadorrealty.sites.cbmoxi.com
3838267,https://northwoodsrealty.sites.cbmoxi.com
3839056,https://stevensrealestate.sites.cbmoxi.com
3839845,https://platinumproperties.sites.cbmoxi.com
3840634,https://executiverealty.sites.cbmoxi.com
3846157,https://campbellrealtors.sites.cbmoxi.com
3846946,https://shangrilarealty.sites.cbmoxi.com
3847735,https://cbtraditions.com
3848524,https://reeves.sites.cbmoxi.com
3849313,https://brokerage-lifestyles.sites.cbmoxi.com
3850891,https://penncorealestate.sites.cbmoxi.com
3852469,http://coldwellbankerimpactproperties.com
3853258,https://deborahgandy.sites.cbmoxi.com
3854047,https://fairbairnrealty.sites.cbmoxi.com
3856414,https://choiceproperties.sites.cbmoxi.com
3860359,http://cbpickettfences.com
3861148,https://envisionrealrstate.sites.cbmoxi.com
3866671,https://upliferealty.sites.cbmoxi.com
3869827,https://brokerage-ckmann.sites.cbmoxi.com
3872194,https://360team.sites.cbmoxi.com
3874561,https://splendorrealty.sites.cbmoxi.com
3880084,https://erawilderrealty.com
3882451,https://bivinsrealty.sites.cbmoxi.com
3883240,https://brndtstsirp.sites.moxisir.com
3884029,https://brndtstc21p.sites.c21.homes
3884818,https://brndtsterap.sites.erarealestate.com
3886396,http://brndtstbhgrep.sites.bhgrealestate.com
3895075,https://cblegacy.sites.cbmoxi.com
3936103,https://primesouth.sites.c21.homes
3936892,http://bhgcommunityrealty.sites.bhgrealestate.com
3938470,https://century21cedarcrest.com
3940837,http://grandviewnorth.sites.bhgrealestate.com
3942415,https://c21topsail.com
3943204,https://c21veterans.com
3944782,http://edge.sites.c21.homes
3946360,https://bhglegacy.com
3947149,http://bhgfineliving.com
3947938,https://atchleyproperties.sites.bhgrealestate.com
3948727,http://homefront.sites.c21.homes
3951094,https://bhgheritage.com
3951883,https://century21clemens.com
3952672,https://theshanahangroup.sites.bhgrealestate.com
3953461,https://bhgbasecamp.com
3954250,http://c21lakesiderealty.sites.c21.homes
3955828,http://c21broadhurst.sites.c21.homes
3956617,http://c21frankfrye.com
3957406,http://eradotyrealestate.sites.erarealestate.com
3958195,http://c21adamsrealestate.sites.c21.homes
3959773,https://connections.sites.bhgrealestate.com
3962140,https://realestatecenter.sites.c21.homes
3962929,http://bolterealestate.sites.c21.homes
3963718,https://maturo.sites.bhgrealestate.com
3964507,http://thomsonandco.sites.c21.homes
3965296,http://c21familyrealtygroup.sites.c21.homes
3966874,http://bhgoakvalley.com
3967663,https://coastproperties.sites.c21.homes
3968452,https://era-rc.com
3970030,http://mizrahirealty.sites.c21.homes
3970819,https://riverpointe.sites.c21.homes
3971608,https://brokerage-elitelocationsinc.sites.c21.homes
3972397,http://eraamericantownerealty.sites.erarealestate.com
3973975,http://eradunepalm.sites.erarealestate.com
3974764,http://brokerage-bhgstarhomes.sites.bhgrealestate.com
3975553,http://c21tritonrealty.sites.c21.homes
3976342,https://bhgislandlifestyle.sites.bhgrealestate.com
3977920,http://select.sites.bhgrealestate.com
3980287,https://carlilerealty.sites.erarealestate.com
3981076,https://bluemarlinpelican.sites.c21.homes
3981865,http://highdesertrealtors.sites.c21.homes
3982654,http://cascade.sites.c21.homes
3983443,https://trianglegroup.sites.c21.homes
3984232,https://c21gcr.com
3985021,http://asacoxhomes.sites.c21.homes
3985810,http://toprealty.sites.c21.homes
3986599,http://eraheavenerrealty.sites.erarealestate.com
3988177,http://bradleyrealtyinc.sites.c21.homes
3988966,http://premiererealty.sites.c21.homes
3989755,https://tenacerealty.com
3990544,https://hellmannstribling.sites.c21.homes
3991333,https://boling.sites.c21.homes
3992911,http://c21masters.sites.c21.homes
3993700,https://steinposner.sites.c21.homes
3995278,https://scalagroup.sites.c21.homes
3996067,http://geminillc.sites.c21.homes
3996856,https://c21results.com
3997645,http://xsellrealty.sites.c21.homes
3998434,https://eralambros.com
3999223,http://fourcornersrealty.sites.c21.homes
4000012,https://brokerage-cristalcellar.sites.c21.homes
4000801,https://alstedrealestate.sites.c21.homes
4001590,https://adminuser-curranandoberski.sites.c21.homes
4002379,http://c21rauhandjohns.sites.c21.homes
4003168,http://centerpoint.sites.c21.homes
4003957,https://theseybothteam.sites.c21.homes
4004746,http://continentalrealty.sites.c21.homes
4006324,https://eraleatherman.com
4007113,http://c21gavishrealestate.sites.c21.homes
4007902,http://erareardon.sites.erarealestate.com
4008691,https://erateamrealestate.sites.erarealestate.com
4009480,https://kansascityhomes.com
4010269,http://c21anj.com
4011847,https://beal.sites.c21.homes
4012636,https://homsrealty.sites.c21.homes
4014214,http://realtypartners.sites.c21.homes
4015003,https://eramartinassociates.sites.erarealestate.com
4016581,https://eratownesquarerealtyinc.sites.erarealestate.com
4018159,https://adminuser-eraoakcrestrealtyinc.sites.erarealestate.com
4018948,https://eralobby.sites.erarealestate.com
4019737,https://jcarterandco.sites.c21.homes
4020526,http://erakennedygroup.sites.erarealestate.com
4021315,http://c21centrerealestate.sites.c21.homes
4023682,http://galvez.sites.c21.homes
4024471,https://c21dco.com
4025260,https://21goldchoice.com
4026049,http://eragillespierealestate.sites.erarealestate.com
4026838,http://thegenegroup.sites.c21.homes
4027627,https://century21discovery.com
4028416,http://eradonahoerealty.sites.erarealestate.com
4030783,https://eraboniakowski.com
4032361,https://coachellavalleyrealty.sites.c21.homes
4033150,https://eradavisandlinn.sites.erarealestate.com
4036306,https://premier.sites.bhgrealestate.com
4037884,http://rsvprealestateerapowered.sites.erarealestate.com
4038673,https://brokerage-sterlingrealty.sites.c21.homes
4039462,https://bhgremetrobrokers.sites.bhgrealestate.com
4040251,http://millerelite.sites.c21.homes
4041829,https://bighill.com
4042618,https://cocciarealty.sites.bhgrealestate.com
4043407,https://betterhawaii.com
4044196,https://actionplusrealty.sites.c21.homes
4044985,https://bannonandhebert.com
4047352,https://bhgvalley.com
4048141,https://soundlifehomes.com
4048930,https://43north.sites.bhgrealestate.com
4052086,http://atlanticshores.sites.bhgrealestate.com
4052875,https://sakmarassociates.com
4053664,https://winans.sites.bhgrealestate.com
4055242,https://pacificcommons.sites.bhgrealestate.com
4056031,http://keimrealtors.sites.c21.homes
4056820,https://restainohomes.sites.erarealestate.com
4057609,https://judgefitecompany.sites.c21.homes
4059187,https://www.bhgfirst.com
4059976,http://themasiellogroup.sites.bhgrealestate.com
4061554,http://c21vswl.sites.c21.homes
4062343,http://battlefieldrealestateinc.sites.c21.homes
4063132,http://championrealestate.sites.c21.homes
4063921,http://www.betterlivingva.com
4064710,http://newmillennium.sites.c21.homes
4066288,http://bearfactsrealty.sites.c21.homes
4067077,https://northorangecounty.sites.erarealestate.com
4067866,https://c21christelrealty.com
4068655,https://erakeyrealty.com
4069444,http://albertsonrealty.sites.c21.homes
4071811,http://erastrother.sites.erarealestate.com
4072600,https://kniperealtyerapowered.sites.erarealestate.com
4074178,http://fullrealtyservices.sites.c21.homes
4074967,https://palmcoasthomesandland.sites.erarealestate.com
4075756,https://fernandinabeach.sites.erarealestate.com
4076545,http://www.bhglakerealty.com
4077334,http://safarirealtyonline.com
4078123,http://bhgreclarity.com
4079701,http://brokerage-tradition.sites.c21.homes
4080490,https://eratherealestatestore.sites.erarealestate.com
4081279,http://brokerage-schulerbauer.sites.erarealestate.com
4082068,https://crestrealestate.sites.c21.homes
4082857,https://erainsite.com
4083646,https://homesbhg.com
4084435,https://erashieldsrealestate.sites.erarealestate.com
4085224,http://erapacesettersrealty.sites.erarealestate.com
4086802,https://bhgmomentum.com
4089169,http://c21sandstonerealestate.sites.c21.homes
4091536,http://northwestrealty.sites.c21.homes
4092325,https://elliottcoastalliving.sites.bhgrealestate.com
4093114,http://bhgsteinbornandassoc.sites.bhgrealestate.com
4094692,https://everest.sites.c21.homes
4095481,https://synergy.sites.bhgrealestate.com
4096270,http://bhgregistry.com
4097059,https://brokerage-gebarealty.sites.c21.homes
4097848,https://c21begginsenterprises.sites.c21.homes
4098637,http://coastallifestyles.sites.c21.homes
4099426,http://blurealty.sites.bhgrealestate.com
4100215,http://everythingrealestate.sites.bhgrealestate.com
4101793,http://c21bailey.sites.c21.homes
4102582,https://yourcentury21agent.com
4103371,https://betteromaha.com
4104160,http://bhgvalleyisle.sites.bhgrealestate.com
4104949,http://bhgreparacle.com
4106527,http://i20team.com
4107316,http://islandhomes.sites.c21.homes
4108894,https://eracentral.com
4109683,http://bhgvoglerfeigen.sites.bhgrealestate.com
4110472,https://nachmanrealty.sites.c21.homes
4111261,http://exclusiveproperties.sites.c21.homes
4112050,https://crowerealty.sites.c21.homes
4112839,http://propertyshoppeoyik3mc9s3.sites.c21.homes
4113628,https://brokerage-arizonafoothills.sites.c21.homes
4114417,https://star.sites.bhgrealestate.com
4115206,http://buyandsellgreen.com
4115995,https://brokerage-brawnsterling.sites.erarealestate.com
4116784,https://c21realestate.com
4117573,https://garymannrealty.sites.bhgrealestate.com
4118362,https://winecountrygroup.sites.bhgrealestate.com
4119151,https://shoreandcountryproperties.sites.bhgrealestate.com
4120729,https://buyinwv.com
4121518,https://realtygroup.sites.c21.homes
4122307,https://century21towncountry.com
4123096,https://brokerage-integrityrealestate.sites.erarealestate.com
4123885,https://eralivemoore.com
4124674,http://c21northland.sites.c21.homes
4125463,https://erasuburb.com
4126252,https://erasellersandbuyersrealestate.sites.erarealestate.com
4127041,http://mariorealestate.sites.c21.homes
4129408,https://erafreemanandassociatesrealtors.sites.erarealestate.com
4130197,https://eralandmark.sites.erarealestate.com
4130986,https://eracourtyardrealestate.sites.erarealestate.com
4131775,http://coastal-era-brokeragesite.sites.erarealestate.com
4132564,http://eravalleyrealty.sites.erarealestate.com
4133353,https://century21signaturerealty.com
4134931,https://guardianrealestateservices.sites.c21.homes
4135720,http://eravalleyprorealty.sites.erarealestate.com
4136509,http://erahomenetworkrealestate.sites.erarealestate.com
4137298,https://breedenrealtors.sites.c21.homes
4138087,http://choicerealty.sites.bhgrealestate.com
4139665,https://erasunriserealty.net
4140454,https://northwesthometeam.sites.bhgrealestate.com
4141243,https://cohnandcompany.com
4142032,http://powerrealty.sites.bhgrealestate.com
4142821,https://elevate.sites.bhgrealestate.com
4144399,http://erawoodyhogg.sites.erarealestate.com
4146766,http://eraselect.sites.erarealestate.com
4147555,http://bhgdestinations.com
4148344,https://resultsrealtyera.com
4149133,http://desertlifestyleproperties.sites.bhgrealestate.com
